start_date,end_date,return_pct,final_value,max_drawdown,sharpe_ratio,num_trades,avg_deployed
2021-04-19,2023-04-19,-0.19801465867891238,9980.198534132109,-18.83853606620792,-0.005711787092269062,144,68.94213693487737
2022-04-25,2024-04-24,19.09877200287112,11909.877200287112,-15.256885531012903,0.6317857769798685,136,62.013472145050464
2021-02-28,2023-02-28,-5.139531468021887,9486.046853197811,-18.834434550274068,-0.1481736417273524,135,67.8361725964433
