Ticker,Strategy,Total Return %,Max Drawdown %,Sharpe Ratio,Win Rate %,Num Trades,Final P&L,Final Shares
VOO,"StdDev (z=1.0, lookback=20)",15.722507290456816,-17.722887226459264,0.6047315876672184,81.81818181818183,21,1572.2507290456815,18.45977836404915
VOO,Buy & Hold,36.78893341768968,-18.97031878896855,1.0312347604755592,N/A,1,3678.8933417689677,21.820244416303467
VGT,"StdDev (z=1.0, lookback=20)",20.433134454977516,-22.949527791608425,0.49101858883456684,72.72727272727273,21,2043.3134454977517,16.479630058381378
VGT,Buy & Hold,41.944259968404225,-27.40867379906822,0.726058760109329,N/A,1,4194.425996840422,19.423133872385364
VDE,"StdDev (z=1.0, lookback=20)",34.34474606198861,-11.987694786927168,0.946232042773044,76.92307692307693,26,3434.474606198861,0.0
VDE,Buy & Hold,31.898929075381982,-22.598330390827147,0.6799711491752508,N/A,1,3189.8929075381984,86.23663400269055
VDC,"StdDev (z=1.0, lookback=20)",23.549342005866112,-4.185279599186057,1.2978015843578916,84.61538461538461,26,2354.934200586611,0.0
VDC,Buy & Hold,25.76064587871109,-9.404847863479448,0.959224963973291,N/A,1,2576.0645878711093,51.83227273949569
